lemma,pos1,polarity,seed
degrade,v,-0.3596373908,0
flood,v,-0.3597150583,0
infringement,n,-0.3599770239,0
terrorise,v,-0.3600145143,0
bungle,v,-0.3600899936,0
protracted,a,-0.3605234985,0
insult,n,-0.3608692204,0
ruthlessly,r,-0.3609215807,0
extreme,a,-0.3609329461,0
caprice,n,-0.3609616671,0
obscene,a,-0.3612389751,0
entangled,a,-0.3614378255,0
snobbery,n,-0.361452145,0
inappropriate,a,-0.3614628828,0
inherent,a,-0.3615714819,0
defeatist,a,-0.3616009541,0
slough,n,-0.3616504362,0
abruptly,r,-0.3616841757,0
bite,v,-0.3617102037,0
flippantly,r,-0.3620208267,0
annoyed,a,-0.3620458813,0
collapsed,a,-0.3621028895,0
implicate,v,-0.3621053873,0
taint,v,-0.3621202651,0
blame,n,-0.3621367031,0
gaping,a,-0.3621681988,0
limbo,n,-0.3622056162,0
dissatisfaction,n,-0.3622064406,0
indictment,n,-0.3624470132,0
rise,n,-0.362463561,0
shortsighted,a,-0.3624706579,0
blight,v,-0.3624922831,0
deteriorate,v,-0.3625474975,0
unpopular,a,-0.3627007799,0
cumbrous,a,-0.3631315348,0
non-compliance,n,-0.3632569699,0
guilt,n,-0.3636441185,0
depressing,a,-0.3637164598,0
parasite,n,-0.3638539511,0
illiteracy,n,-0.363875038,0
misuse,v,-0.3642476243,0
extortion,n,-0.3642911828,0
illiberal,a,-0.3646082018,0
stringency,n,-0.3647315711,0
infraction,n,-0.3648217223,0
saddle,v,-0.3650164124,0
illegitimacy,n,-0.3650632275,0
rust,n,-0.3651004624,0
miscarriage,n,-0.3652005835,0
loathing,n,-0.3652200664,0
outraged,a,-0.3652383145,0
non-existent,a,-0.3652978948,0
scar,n,-0.3653193445,0
fraudulent,a,-0.3653268889,0
complicity,n,-0.365410631,0
wound,n,-0.365501564,0
cut-throat,a,-0.3656355973,0
incoherence,n,-0.3656439593,0
actionable,a,-0.3656901735,0
succumb,v,-0.365900468,0
lawless,a,-0.3659410988,0
dirty,a,-0.3662538441,0
unhealthy,a,-0.3663677423,0
gratuitous,a,-0.366370328,0
internecine,n,-0.3664445364,0
unruly,a,-0.3667159434,0
over-simplify,v,-0.3668005626,0
cumbersome,a,-0.3668079853,0
rudeness,n,-0.3669171239,0
blasphemy,n,-0.366994609,0
incipient,a,-0.3670578469,0
misfit,n,-0.3671597323,0
feud,n,-0.3671928716,0
ill-feeling,n,-0.3674227232,0
cramped,a,-0.3674789412,0
bruise,n,-0.3675864586,0
discrimination,n,-0.3676342739,0
over-large,a,-0.367811098,0
hurry,n,-0.3678618743,0
over-fishing,n,-0.3679313437,0
ill,n,-0.3680260113,0
bout,n,-0.3680322502,0
inertia,n,-0.3680365771,0
smell,v,-0.3681375523,0
remove,v,-0.3682210965,0
blocking,n,-0.3682860337,0
trifle,v,-0.3683010638,0
relapse,n,-0.3685228835,0
mischance,n,-0.3685235422,0
discreditable,a,-0.3688078403,0
unwise,a,-0.3689775472,0
disquiet,v,-0.3690284512,0
deform,v,-0.3690544534,0
addiction,n,-0.3694984822,0
wreckage,n,-0.3696966571,0
childish,a,-0.3701357013,0
monumental,a,-0.3701776554,0
confiscatory,a,-0.3701951108,0
shiver,v,-0.3703342508,0
impracticability,n,-0.3703493004,0
disreputable,a,-0.3706141785,0
persistent,a,-0.3706453152,0
inconvenience,v,-0.3707069853,0
aghast,a,-0.370735657,0
poison,n,-0.3707971457,0
time-wasting,a,-0.3708167864,0
recoil,v,-0.3709329881,0
untenable,a,-0.3710008302,0
rigging,n,-0.3710172017,0
dissension,n,-0.3710635918,0
bronchitis,n,-0.3711304371,0
patently,r,-0.3712034542,0
sorrow,n,-0.37126805,0
head-on,a,-0.3712856629,0
depress,v,-0.3718869563,0
heart-breaking,a,-0.3721358153,0
burdensome,a,-0.3721370247,0
irretrievable,a,-0.372183849,0
meanness,n,-0.3722518608,0
fine,v,-0.3723074733,0
recklessly,r,-0.3723376904,0
rheumatism,n,-0.3725453033,0
lumber,v,-0.3726987268,0
deleterious,a,-0.3729101679,0
sometimes,r,-0.3731212473,0
inconsistency,n,-0.3733319888,0
unsettling,a,-0.3734483833,0
superstition,n,-0.3735015251,0
fog,n,-0.3735436737,0
millstone,n,-0.3740271539,0
dismay,n,-0.3741084958,0
unsavoury,a,-0.374505617,0
ill-founded,a,-0.3745707158,0
pedantry,n,-0.3746276603,0
foist,v,-0.3746949565,0
oddity,n,-0.3747162608,0
indigestion,n,-0.3747478044,0
poisonous,a,-0.3747585819,0
encounter,v,-0.3748122323,0
palpably,r,-0.3749299264,0
spiteful,a,-0.3749723326,0
pilfering,n,-0.3750595365,0
failing,n,-0.3754128699,0
squat,v,-0.3754360362,0
deafness,n,-0.3754718211,0
intolerant,a,-0.3758849779,0
savagery,n,-0.3760448525,0
underemployment,n,-0.3760598581,0
infuriate,v,-0.3760965807,0
stampede,v,-0.3761412975,0
tremble,v,-0.3761923007,0
stink,v,-0.3762577292,0
repressive,a,-0.3764206858,0
drunkenness,n,-0.3765271264,0
unprincipled,a,-0.3766855576,0
detriment,n,-0.3767360043,0
rot,v,-0.3768402845,0
looting,n,-0.3768744732,0
uninsured,a,-0.3768989981,0
collide,v,-0.3770646888,0
undetected,a,-0.3771361478,0
anger,v,-0.3772527819,0
interference,n,-0.3772996061,0
dilapidated,a,-0.3774039414,0
kidnapping,n,-0.3775547443,0
prolonged,a,-0.3776208702,0
reveal,v,-0.3779095949,0
violence,n,-0.3779154432,0
serial,a,-0.3781827865,0
impoverish,v,-0.3782420099,0
perversity,n,-0.3782661518,0
unsettled,a,-0.3784701947,0
disease,n,-0.3784811595,0
ugliness,n,-0.3786716698,0
misreport,v,-0.3787241344,0
rankle,v,-0.3788396914,0
farce,n,-0.3790491117,0
bitterest,a,-0.3790786691,0
deceitful,a,-0.379143905,0
suspicion,n,-0.3793167569,0
wrongfully,r,-0.3793494591,0
arrogance,n,-0.3793935902,0
prolongation,n,-0.3795912389,0
lawlessness,n,-0.3797260001,0
protest,v,-0.379829399,0
misconceived,a,-0.3800229646,0
anomaly,n,-0.3801586366,0
foul,a,-0.3802206155,0
assault,v,-0.3805215576,0
disgust,v,-0.3805536062,0
perceive,v,-0.3807538728,0
brutally,r,-0.3809237114,0
lock-out,n,-0.3809904795,0
unusable,a,-0.3810443103,0
confuse,v,-0.3811222413,0
continual,a,-0.3812595082,0
affray,n,-0.3815386405,0
laziness,n,-0.3817418503,0
parsimony,n,-0.3817969325,0
conspiracy,n,-0.3821586899,0
unhelpful,a,-0.3822866129,0
precipitately,r,-0.3822878665,0
sedition,n,-0.3823658995,0
pique,n,-0.3824465518,0
mislead,v,-0.3824863869,0
distasteful,a,-0.3827220838,0
wrong,n,-0.3830409827,0
alleviate,v,-0.383060416,0
strain,n,-0.383175853,0
useless,a,-0.3833945044,0
distorted,a,-0.3835617259,0
egregious,a,-0.3836501705,0
discontented,a,-0.3837336712,0
rocket,v,-0.3837356089,0
long-drawn-out,a,-0.3837772468,0
perpetrator,n,-0.3838831678,0
anti-trust,a,-0.3842599054,0
breakdown,n,-0.3842608987,0
defection,n,-0.3843392851,0
deterioration,n,-0.3843733682,0
unsound,a,-0.384422018,0
rebuff,n,-0.3845234402,0
awkward,a,-0.3845389446,0
over-crowded,a,-0.3845608907,0
duplication,n,-0.384627467,0
objectionable,a,-0.3847285078,0
gas,v,-0.3847488405,0
obstinate,a,-0.3848997383,0
harrowing,a,-0.3849103249,0
mistrust,n,-0.3850151478,0
tired,a,-0.3850719476,0
stomach,n,-0.3851481349,0
ravage,v,-0.3853448808,0
inequality,n,-0.3855222234,0
forestalling,n,-0.3855371367,0
embarrassed,a,-0.3856111896,0
anachronistic,a,-0.3856517509,0
manifestly,r,-0.3857480893,0
perilous,a,-0.3858532302,0
disquieting,a,-0.3861883855,0
corrosive,a,-0.3863112192,0
timorous,a,-0.3866889088,0
revolting,a,-0.3869498419,0
blighted,a,-0.3870059764,0
treated,a,-0.3870610898,0
contamination,n,-0.38732686,0
dishonour,n,-0.3874760388,0
prematurely,r,-0.3875870012,0
detestable,a,-0.3877278741,0
alienation,n,-0.3877334294,0
dismal,a,-0.3877396201,0
penury,n,-0.3879496447,0
apprehend,v,-0.3883666246,0
slackness,n,-0.3883841922,0
trouble,v,-0.3884976398,0
vendetta,n,-0.38881947,0
resentful,a,-0.3889062875,0
ever-present,a,-0.3889123663,0
severest,a,-0.3890501314,0
daft,n,-0.3892778314,0
ailment,n,-0.3893889015,0
baffling,a,-0.3894424856,0
mutiny,n,-0.3894631066,0
avert,v,-0.3895080736,0
affront,n,-0.3896726456,0
unwittingly,r,-0.3897007091,0
futile,a,-0.3899418387,0
disillusioned,a,-0.3899941166,0
recession,n,-0.3902968749,0
curse,n,-0.3903195692,0
burden,v,-0.3903419277,0
disorderly,a,-0.3904141269,0
untoward,a,-0.390628027,0
repugnant,a,-0.3907604693,0
hit,n,-0.3908779783,0
crush,v,-0.3909568934,0
entail,v,-0.3910277144,0
ameliorate,v,-0.391193063,0
disorder,n,-0.3912403833,0
bore,v,-0.3913177266,0
happening,n,-0.3913879129,0
untimely,a,-0.3915070458,0
unsuitable,a,-0.3920827494,0
ferocious,a,-0.3922071839,0
icing,n,-0.392275944,0
refusal,n,-0.3924446473,0
indifference,n,-0.392684174,0
helplessness,n,-0.3928627061,0
foreboding,n,-0.3931604022,0
desecration,n,-0.3932033582,0
overtake,v,-0.3933008498,0
misappropriation,n,-0.3933389462,0
over-supply,n,-0.3935235545,0
juggernaut,n,-0.3945466497,0
shipwreck,n,-0.3946449967,0
discriminatory,a,-0.3946510685,0
smoulder,v,-0.394777491,0
linger,v,-0.3948830028,0
petty,n,-0.3949310388,0
precipitate,n,-0.3949727707,0
exhaustion,n,-0.3951665638,0
overrun,n,-0.3952307898,0
archaic,a,-0.39526921,0
overlap,v,-0.3954446647,0
excuse,v,-0.3955008763,0
narrowness,n,-0.3956228304,0
harm,n,-0.3956515664,0
unreliability,n,-0.3957169162,0
woefully,r,-0.3957567271,0
bickering,n,-0.3958898283,0
defenceless,a,-0.3959437922,0
drag,v,-0.3959695724,0
tedious,a,-0.3963536556,0
capricious,a,-0.3967242477,0
ill-treated,a,-0.396945475,0
contravention,n,-0.3972678823,0
annoying,a,-0.3972746147,0
unfairly,r,-0.3973969349,0
unrepresentative,a,-0.3975372197,0
sordid,a,-0.3976214627,0
inquisition,n,-0.3976611865,0
sectarian,a,-0.397703307,0
arthritis,n,-0.3980868928,0
hacking,n,-0.3984795828,0
nervous,a,-0.3986543683,0
bureaucratic,a,-0.3989264302,0
wrong-headed,a,-0.399052344,0
overbearing,a,-0.3990856475,0
unscrupulous,a,-0.3995057785,0
virulent,a,-0.3995933477,0
terror,n,-0.3996190882,0
blunder,v,-0.3997834091,0
distrust,v,-0.3998126876,0
expulsion,n,-0.400038053,0
clumsily,r,-0.400163863,0
uninhabitable,a,-0.4002430652,0
undignified,a,-0.4002696835,0
immorality,n,-0.4004324351,0
treachery,n,-0.4007447557,0
impure,a,-0.4009641068,0
unreliable,a,-0.401154611,0
repulsive,a,-0.401349981,0
foolish,a,-0.4015744548,0
expropriation,n,-0.4017870878,0
exaction,n,-0.4019168526,0
episode,n,-0.402017989,0
irritated,a,-0.4021462667,0
preoccupation,n,-0.4022444531,0
pinprick,n,-0.4024479097,0
overweight,a,-0.402678222,0
inability,n,-0.4028594327,0
hysterical,a,-0.4028875446,0
debris,n,-0.4030078401,0
conspire,v,-0.4030910315,0
mutilation,n,-0.4030959727,0
spilling,n,-0.4031613496,0
congestion,n,-0.4032579373,0
troublesome,a,-0.4033551921,0
defective,a,-0.4034382242,0
glare,v,-0.403556676,0
overload,n,-0.403677705,0
stop,v,-0.4037384246,0
maldistribution,n,-0.4038185459,0
decay,n,-0.4038623444,0
prey,v,-0.4045115839,0
incessant,a,-0.4049584285,0
disequilibrium,n,-0.4049761998,0
irrecoverable,a,-0.4051284602,0
bewilder,v,-0.4051370523,0
hoax,n,-0.4051852624,0
vagary,n,-0.405268785,0
discourtesy,n,-0.4054282401,0
unwholesome,a,-0.4054965081,0
shortcoming,n,-0.4055595642,0
encumbrance,n,-0.405592274,0
violently,r,-0.4057856959,0
friction,n,-0.4058539777,0
shock,v,-0.4059114767,0
unprepared,a,-0.4060729651,0
quagmire,n,-0.4060763456,0
otiose,a,-0.406129164,0
assassination,n,-0.4061393956,0
hateful,a,-0.4067571376,0
out-of-date,a,-0.4072705118,0
disfranchise,v,-0.4075221447,0
muddle,v,-0.4075370163,0
bedevil,v,-0.4075919811,0
assail,v,-0.4076116909,0
treacherous,a,-0.4076763683,0
absurdly,r,-0.4077041634,0
arbitrary,a,-0.4078491969,0
shameless,a,-0.4078761722,0
inconvenient,a,-0.4079320444,0
conflagration,n,-0.4081314575,0
rape,v,-0.4084804639,0
remoteness,n,-0.4087311987,0
infernal,a,-0.4087599316,0
condensation,n,-0.4089706164,0
horrify,v,-0.4090796194,0
rudely,r,-0.4091497594,0
palpable,a,-0.409295802,0
overhang,n,-0.409492435,0
disagreeable,a,-0.4096487771,0
bestial,a,-0.4097819004,0
untold,a,-0.4100036632,0
penalisation,n,-0.4106240225,0
wounding,n,-0.4107489541,0
glaringly,r,-0.4108883909,0
ineffectively,r,-0.4109275939,0
concealment,n,-0.4110350071,0
perturb,v,-0.4111430359,0
broken,a,-0.4111921052,0
unplanned,a,-0.4113857986,0
blockage,n,-0.411520277,0
miscalculate,v,-0.4115998156,0
nonexistent,a,-0.4116440075,0
punish,v,-0.4118156563,0
monotony,n,-0.4120787135,0
crash,v,-0.4120876517,0
trivial,a,-0.4121666325,0
distort,v,-0.4121714346,0
cough,n,-0.4122186258,0
exaggeration,n,-0.4123794184,0
unthinkable,a,-0.4123924412,0
harshly,r,-0.4128993761,0
authoritarianism,n,-0.4130275849,0
glaring,n,-0.4130363894,0
disfigure,v,-0.4131051318,0
perverse,a,-0.4133165653,0
undue,a,-0.4133332602,0
surcharge,v,-0.4133485809,0
notoriously,r,-0.4135488238,0
bankrupt,a,-0.4139085606,0
criminally,r,-0.4140918544,0
dog,v,-0.4141762117,0
abhorrent,a,-0.414406026,0
unconstitutional,a,-0.4147609111,0
senile,a,-0.414780749,0
tolerate,v,-0.4148810027,0
collapse,v,-0.4152272103,0
nepotism,n,-0.4154812889,0
unsightly,a,-0.415637598,0
murder,n,-0.4157591732,0
impose,v,-0.4157995245,0
unrelieved,a,-0.4161135997,0
sling,n,-0.4161272537,0
inaccurate,a,-0.4161985906,0
incurable,a,-0.4163481318,0
obscenity,n,-0.4165996223,0
intensify,v,-0.4168470479,0
dispossession,n,-0.4169967437,0
defect,n,-0.4170730262,0
unaccountable,a,-0.4171345111,0
shock,n,-0.4172399533,0
felony,n,-0.4175245187,0
disaffection,n,-0.4176592782,0
disorganised,a,-0.4179489922,0
hound,v,-0.4181107567,0
disloyalty,n,-0.4181208948,0
gross,a,-0.4184042327,0
magnify,v,-0.4188078045,0
gerrymandering,n,-0.4188721022,0
typhoid,n,-0.4189410384,0
ill-judged,a,-0.4191043432,0
anti-social,a,-0.4193490776,0
inaccuracy,n,-0.4193790181,0
apathy,n,-0.4194687108,0
glaring,a,-0.4195983726,0
morbid,a,-0.4196769356,0
misrule,n,-0.4199773697,0
slander,n,-0.4201120386,0
impassable,a,-0.420945466,0
tardiness,n,-0.420951587,0
disturbing,a,-0.4209708048,0
bewilderment,n,-0.4216965496,0
intimidate,v,-0.4217306941,0
fatigue,n,-0.4219037441,0
betrayal,n,-0.4220309786,0
predicament,n,-0.4220921792,0
strife,n,-0.4221806536,0
extravagance,n,-0.4222099393,0
recrimination,n,-0.4222112956,0
insulting,a,-0.4226481237,0
diseased,a,-0.4233202148,0
tortured,a,-0.4238410426,0
assault,n,-0.4239152739,0
bullying,n,-0.423946796,0
sin,n,-0.4243888287,0
stricken,v,-0.4245606252,0
imminent,a,-0.4245856059,0
drastically,r,-0.4248703943,0
peddle,v,-0.4249697212,0
abject,a,-0.4252640409,0
profligacy,n,-0.4255184587,0
alarm,v,-0.4255469824,0
antiquated,a,-0.4266377917,0
silly,a,-0.4266553696,0
intentionally,r,-0.4267803475,0
collapse,n,-0.4271187824,0
discredited,a,-0.4271641888,0
alarm,n,-0.4271720002,0
deformity,n,-0.4272036689,0
irksome,a,-0.4274817088,0
flatly,r,-0.4276102172,0
unjustly,r,-0.4277533287,0
sectarianism,n,-0.4278680163,0
draconian,a,-0.4278708513,0
unsustainable,a,-0.4280132421,0
subsidence,n,-0.4280750761,0
slowness,n,-0.4280944972,0
disillusion,n,-0.4281095128,0
strangulation,n,-0.4282464506,0
victim,n,-0.4284882106,0
distraught,a,-0.4285238594,0
viciousness,n,-0.4287770013,0
underman,v,-0.4288596398,0
cruellest,a,-0.4288668749,0
sore,n,-0.428983899,0
ill-advised,a,-0.4290876481,0
overspend,v,-0.4291774539,0
scare,n,-0.4293414352,0
bizarre,a,-0.429423064,0
riot,n,-0.4295448921,0
debacle,n,-0.429890826,0
under-employment,n,-0.4300405539,0
bankruptcy,n,-0.4300679792,0
befall,v,-0.4301123422,0
confront,v,-0.430135831,0
flare,v,-0.4302695919,0
incubus,n,-0.4310004639,0
meddling,n,-0.4310159147,0
bemoan,v,-0.4311332798,0
fatality,n,-0.4312134368,0
inefficient,a,-0.4313295922,0
stubbornness,n,-0.4314046378,0
frustrating,a,-0.4314179976,0
incense,v,-0.4314845463,0
exaggerated,a,-0.4320243464,0
maiming,n,-0.4320744964,0
overloading,n,-0.4321372686,0
persistently,r,-0.4324351225,0
utter,a,-0.4324631295,0
innocent,a,-0.4327333464,0
connive,v,-0.4328036112,0
disrepair,n,-0.4328150008,0
plight,n,-0.4328741378,0
overcrowded,a,-0.4329894215,0
grave,n,-0.4330118293,0
anomalous,a,-0.4332371927,0
mad,a,-0.4333467022,0
provoke,v,-0.4333547671,0
tangle,n,-0.4334429193,0
cataclysmic,a,-0.4334732078,0
stoppage,n,-0.4339039974,0
ruin,v,-0.434369986,0
illegality,n,-0.4345203457,0
confused,a,-0.4346812411,0
sheer,a,-0.434903622,0
underestimate,n,-0.4349053277,0
hypocritical,a,-0.4349494807,0
dysentery,n,-0.435063901,0
furious,a,-0.435248505,0
pile,v,-0.4353905199,0
rage,n,-0.4359830061,0
drunken,a,-0.43606898,0
epidemic,a,-0.4361423082,0
regrettably,r,-0.4361922103,0
frailty,n,-0.4362132944,0
derelict,n,-0.4363055752,0
ignominious,a,-0.4366242023,0
heartbreaking,a,-0.4367705938,0
abhor,v,-0.4370802713,0
forestall,v,-0.4370831789,0
engulf,v,-0.4370874013,0
confusing,a,-0.4374769756,0
endure,v,-0.4377066673,0
mismanage,v,-0.4378824362,0
symptomatic,a,-0.4380736662,0
cumulative,a,-0.4380849479,0
misunderstanding,n,-0.4381844635,0
arson,n,-0.4385959554,0
convict,v,-0.4389240486,0
blame,v,-0.4390767987,0
intentional,a,-0.4391930287,0
misuse,n,-0.4392696953,0
sweating,n,-0.4393115558,0
creep,v,-0.4394756329,0
uproar,n,-0.4395728015,0
condemn,v,-0.4395883373,0
unstable,a,-0.4400001923,0
incidence,n,-0.4402594616,0
ludicrously,r,-0.4413274092,0
unfounded,a,-0.4413906475,0
pitiful,a,-0.4414158659,0
unseemly,a,-0.4416469258,0
disgracefully,r,-0.4418967843,0
squalid,a,-0.4422023043,0
impend,v,-0.4426438667,0
outrageously,r,-0.4427311425,0
unaware,a,-0.4429438442,0
insupportable,a,-0.4431554039,0
sicken,v,-0.4432783785,0
laxity,n,-0.4433219545,0
rectify,v,-0.4434477477,0
ridiculously,r,-0.4434823716,0
gruesome,a,-0.4438399867,0
cheating,n,-0.4440411488,0
disquiet,n,-0.444178686,0
tiresome,a,-0.4444014591,0
mortal,a,-0.4446928703,0
foolishness,n,-0.4447741401,0
underpayment,n,-0.4447746004,0
despondency,n,-0.4447959515,0
inadvertently,r,-0.4449158546,0
reimposition,n,-0.445195289,0
severely,r,-0.4453349965,0
manifest,a,-0.4455871923,0
trouble,n,-0.4455952167,0
powerless,a,-0.4458437062,0
petulant,a,-0.4458793192,0
vacillate,v,-0.4463292519,0
woe,n,-0.4470697989,0
collusion,n,-0.4470766055,0
impropriety,n,-0.4471687202,0
impractical,a,-0.4472278298,0
vulnerability,n,-0.4473626875,0
degrading,a,-0.4483801674,0
asbestosis,n,-0.448394925,0
festering,a,-0.4485695445,0
provocation,n,-0.4485972842,0
deflationary,a,-0.4486206831,0
intolerance,n,-0.4486957092,0
dereliction,n,-0.4487866147,0
repression,n,-0.4488106031,0
interminable,a,-0.4488112661,0
ill-considered,a,-0.4489510643,0
stagnation,n,-0.4489923415,0
unwarrantable,a,-0.4490134564,0
worrying,a,-0.4491530435,0
delusion,n,-0.4495828702,0
inept,a,-0.4497630492,0
bloody,a,-0.4500536206,0
exorbitant,a,-0.4500917872,0
short-sighted,a,-0.4501864361,0
unintentional,a,-0.4505841157,0
selfishness,n,-0.451050834,0
fraught,a,-0.4512654968,0
insidious,a,-0.4514464857,0
retaliation,n,-0.45150888,0
wrongly,r,-0.4515168988,0
misconceive,v,-0.4517800414,0
loneliness,n,-0.4518216343,0
misleading,a,-0.4519346012,0
cripple,v,-0.4519639286,0
wrongful,a,-0.4525885794,0
morass,n,-0.4527368765,0
imprison,v,-0.4527850215,0
brutalise,v,-0.4527854323,0
offence,n,-0.4534242718,0
condone,v,-0.4534552133,0
impurity,n,-0.4535387536,0
hysteria,n,-0.4537448838,0
woeful,a,-0.453815888,0
perpetual,a,-0.4538330717,0
famine,n,-0.4542799726,0
havoc,n,-0.454299492,0
blindness,n,-0.4544817997,0
dither,v,-0.4545588309,0
odium,n,-0.4546046963,0
indiscriminate,a,-0.454662713,0
vindictive,a,-0.455350732,0
torture,n,-0.4554017919,0
embittered,a,-0.4557218415,0
inflationary,a,-0.4563275035,0
unsafe,a,-0.4567928755,0
untrue,a,-0.4568128278,0
menacing,a,-0.4568242722,0
unbalanced,a,-0.4569839937,0
barbarous,a,-0.4571142729,0
abomination,n,-0.4572770921,0
outrage,v,-0.4575801678,0
slump,n,-0.4579337316,0
repercussion,n,-0.4580129036,0
disgust,n,-0.4580274681,0
disfigurement,n,-0.4582332627,0
accidentally,r,-0.4583142183,0
batter,v,-0.4583672926,0
poisoning,n,-0.4586015602,0
symptom,n,-0.4586277744,0
immobilise,v,-0.4588425905,0
worry,n,-0.4592100587,0
deplorably,r,-0.4592620447,0
abysmal,a,-0.4593159705,0
impotence,n,-0.4593254623,0
brunt,n,-0.4595802482,0
fouling,n,-0.459615972,0
irresponsibly,r,-0.4600050034,0
occurrence,n,-0.4604280366,0
groundless,a,-0.4605325329,0
unenforceable,a,-0.460859264,0
callously,r,-0.4614750311,0
penalty,n,-0.4615160231,0
perpetuation,n,-0.4617880871,0
dampness,n,-0.4619459911,0
bully,v,-0.4620040502,0
force,v,-0.4621684521,0
humiliate,v,-0.4623435561,0
alcoholism,n,-0.4623915675,0
disarray,n,-0.4626608982,0
ignominy,n,-0.4626945516,0
procrastination,n,-0.4627349859,0
dread,v,-0.4632074437,0
sore,a,-0.4636959465,0
obviate,v,-0.463907758,0
exaggerate,v,-0.4640131264,0
horrid,a,-0.4643807442,0
savagely,r,-0.4644183696,0
tyrannical,a,-0.4644201986,0
collision,n,-0.4645135622,0
tyranny,n,-0.4645349237,0
unnatural,a,-0.4646130113,0
incomprehensible,n,-0.4646713996,0
exposure,n,-0.4648113658,0
defeatism,n,-0.4651103297,0
eliminate,v,-0.4651499186,0
hunger,n,-0.4653654685,0
aftermath,n,-0.465419447,0
resort,v,-0.4656938326,0
disillusionment,n,-0.4658915092,0
lunacy,n,-0.4660633951,0
handicap,n,-0.4665546727,0
thoughtless,a,-0.4667311475,0
grief,n,-0.4667388571,0
accidental,a,-0.4668319214,0
wrongdoing,n,-0.4670718911,0
nuisance,n,-0.4672495403,0
devastate,v,-0.4672760431,0
sabotage,n,-0.4673212867,0
insufficiency,n,-0.4682789742,0
unwitting,a,-0.4684683656,0
ill-informed,a,-0.4685869655,0
faulty,a,-0.4686540972,0
distraction,n,-0.4691198377,0
totally,r,-0.4692372529,0
barbarity,n,-0.4694351471,0
sterility,n,-0.4694893427,0
recur,v,-0.4696879352,0
explosion,n,-0.4699286036,0
malnutrition,n,-0.4699945316,0
filthy,a,-0.4700842311,0
alarmed,a,-0.4702855027,0
overman,v,-0.4703378515,0
maniac,n,-0.470566485,0
flagrant,a,-0.4706752976,0
scar,v,-0.4708534021,0
massacre,n,-0.4712565884,0
drought,n,-0.4714593704,0
blight,n,-0.4715695037,0
mischievous,a,-0.4715696093,0
vexatious,a,-0.4718943546,0
disruptive,a,-0.4722295651,0
disproportionate,a,-0.472290442,0
damnable,a,-0.4729988732,0
disable,v,-0.4731971377,0
beset,v,-0.4733481329,0
bloodshed,n,-0.4737801824,0
reprehensible,a,-0.4739376157,0
deadly,a,-0.4739663911,0
liable,a,-0.4741438313,0
face,v,-0.4741586391,0
fiasco,n,-0.4745508204,0
bleeding,n,-0.4746602388,0
anti-democratic,a,-0.4747226146,0
dangerously,r,-0.4750871371,0
overproduction,n,-0.4751230537,0
risk,v,-0.475269786,0
maim,v,-0.4752841287,0
onset,n,-0.475689121,0
immobility,n,-0.4757206055,0
dump,v,-0.4769639531,0
unpleasantness,n,-0.4772151424,0
profiteer,v,-0.477465151,0
affliction,n,-0.4774907649,0
shambles,n,-0.4775249243,0
overcharge,v,-0.4776233218,0
stigmatise,v,-0.4777120505,0
allegation,n,-0.4778953935,0
ill-effect,n,-0.478128986,0
blackmail,v,-0.4790882888,0
ill-conceived,a,-0.4791785119,0
misdeed,n,-0.4792291073,0
cold,n,-0.4792490732,0
crush,n,-0.4793276564,0
troubling,a,-0.4796441909,0
negligently,r,-0.4796571445,0
illogicality,n,-0.4804249556,0
prevarication,n,-0.4805851615,0
inhibition,n,-0.4805876583,0
revolt,v,-0.4817541837,0
wanton,n,-0.483180927,0
panic,v,-0.4834793146,0
devastating,a,-0.4838206747,0
fright,n,-0.4840451481,0
desolation,n,-0.4840667036,0
bigotry,n,-0.4842710218,0
unforeseen,a,-0.4843109431,0
atrocity,n,-0.4844560852,0
shockingly,r,-0.4846323177,0
incident,n,-0.4847347614,0
idiocy,n,-0.4851146831,0
negligence,n,-0.485827248,0
oppress,v,-0.4864971954,0
debilitate,v,-0.4865712963,0
deliberately,r,-0.4874372441,0
prevent,v,-0.4874373784,0
misgovernment,n,-0.4876098629,0
torture,v,-0.4877061988,0
intrusion,n,-0.4877270445,0
depraved,a,-0.4878217388,0
stigma,n,-0.4882179204,0
damp,a,-0.4883144542,0
deliberate,a,-0.4891466631,0
deflation,n,-0.4892958663,0
repetition,n,-0.4901492055,0
demoralisation,n,-0.4902396245,0
scourge,n,-0.490321688,0
alarming,a,-0.4910335282,0
sickening,a,-0.4911608093,0
wasteful,a,-0.4913580869,0
eviction,n,-0.4918972435,0
uncontrollable,a,-0.4924029919,0
illness,n,-0.49247979,0
bungling,n,-0.4925049041,0
resentment,n,-0.4925295939,0
misinformation,n,-0.4927601489,0
scaremongering,n,-0.4929681975,0
pusillanimous,a,-0.4932866194,0
unexplained,a,-0.4942981452,0
scared,a,-0.4947966642,0
agonising,a,-0.4948764384,0
bogey,n,-0.4949712332,0
accuse,v,-0.4950149304,0
irrelevance,n,-0.4953622811,0
confound,v,-0.4953699774,0
deception,n,-0.4954271917,0
regrettable,a,-0.4957117867,0
nonsensical,a,-0.4970787356,0
abnormal,a,-0.4974188596,0
blatantly,r,-0.4974818521,0
viciously,r,-0.4975959003,0
tantamount,a,-0.4976496017,0
obstruction,n,-0.4979925335,0
malaise,n,-0.4985964803,0
preventable,a,-0.4994097911,0
trap,v,-0.4998317095,0
acutely,r,-0.5000271945,0
